name,alcohol_%,avg_rating_%,country,description,distillery,img,n_votes,price,taste_box_fruits,taste_box_gravy,taste_box_qualitiy,taste_box_sherry_port_barrel,taste_box_smoke_torf,taste_box_sweet,taste_box_total,url,whisky_type
Nikka Black Deep Blend (Japan),45.0,,Japan,Japanischer Whisky erfreut sich immer größerer Beliebtheit. Auch geschmacklich können die Whiskys mit den schottischen Abfüllungen mithalten.Die Blends von Nikka gehören zu den beliebtesten in Japan. Dies ist eine Abfüllung mit höherem Alkoholgehalt.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKABLDE_1.jpg,,2690,,,,,,,,https://www.whisky.de/shop/International/Nikka-Black-Deep-Blend-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Puni Nova Batch 2 (Italien) 3J-/2016,43.0,2.5,Italien,"Die italienische Destillerie Puni produziert auf original schottischen Brennblasen. Ihr Whisky wird dabei im klassischen Pot Still Verfahren hergestellt. Als Heizmedium wird jedoch statt Dampf, überhitztes Wasser verwendet. Dadurch lässt sich die Temperatur noch besser kontrollieren. Die Abfüllung Nova gehört zum Standardsortiment der Brennerei und wird in verschiedenen Batches abgefüllt. Die Reifung erfolgte in amerikanischen und europäischen Eichenfässern.",Puni Distilleria Srl Via Puni 10 39020 Glorenza/IT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PUNI0NO01_1.jpg,4,5990,,,,,,,,https://www.whisky.de/shop/International/Puni-Nova-Batch-1-Italien-2016.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Malt Whisky
Slyrs Classic (Deutschland),43.0,2.9,Deutschland,"Classic ist der Nachfolger und die Weiterentwicklung des bekannten 3-jährigen Single Malts von Slyrs. Nun geht die Brennerei einen Schritt weiter und verzichtet auf die Angabe des Jahrgangs. Somit können im Classic 3- bis 6-jährige Malts miteinander vermählt werden. Die Abfüllung wird damit älter, auch wenn es nicht auf dem Etikett steht. Sie erhielt zusätzlich ein neues Flaschen-Design.",Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS00CL_1.jpg,8,4190,73,64,56,7,16,30,63,https://www.whisky.de/shop/International/Slyrs-Classic-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Millstone French Oak (Niederlande) 10 Jahre,40.0,3.5,Niederlande,French Oak ist einer der Favoriten von Fred van Zuidam. Nach der Reifung in amerikanischen Eichenfässern erhielt der Single Malt noch ein einjähriges Finish in französischen Fässern.,Zuidam Distillers Smederijstraat 5 5111 PT Baarle Nassau/NL,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MILLS10FO_1.jpg,2,5890,,,,,,,,https://www.whisky.de/shop/International/Millstone-French-Oak-Niederlande-10-Jahre.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
"J.B.G. Münsterländer Bourbonfass 0,2 Liter (Deutschland) 2013/2017",43.0,1.0,Deutschland,Die Gutsbrennerei Geuting bringt jedes Jahr verschiedene Malts und Fassreifungen heraus. Dieser Malt wurde aus Bourbon Barrels abgefüllt.Limitiert auf 610 Flaschen!In praktischer Probiergröße.,Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MUENS0BO2_1.jpg,1,1390,,,,,,,,https://www.whisky.de/shop/International/J-B-G-Muensterlaender-Bourbonfass-0-2-Liter-Deutschland.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Slyrs Pedro Ximénez Edition (Deutschland),46.0,3.0,Deutschland,Die Edition Pedro Ximénez erhielt ihr mehrmonatiges Finish in einem über 50 Jahre alten Fass der Bodegas Tradicion/Jerez.,Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS03PX_1.jpg,5,5990,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Pedro-Xim-nez-Edition-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
St. Kilian Turf Dog (Deutschland),49.9,,Deutschland,Die St. Kilian Brennererei wurde nach schottischem Vorbild erbaut und ist seit 2016 in Betrieb. Gebrannt wird auf 6000 L Kupferbrennblasen der Firma Forsyths. Die heimische Gerste wird in der hauseigenen Mühle geschrotet und anschließend gemaischt. St. Kilian verwendet auch Rauchmalz aus Schottland.Die Sonderedition Turf Dog wurde aus dem getorften schottischen Malz gebrannt.,St. Kilian Distillers GmbH Hauptstr. 1-5 63924 Rüdenau/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_STKITUDOC_1.jpg,,2990,,,,,,,,https://www.whisky.de/shop/International/St-Kilian-Turf-Dog-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Destillat (Spirit)
Amrut Cask Strength (Indien),61.8,4.3,Indien,"Die indische Mythologie berichtet von Göttern und Dämonen, die in der Vorzeit den Ozean mit Hilfe der Berge durchmischten. Auf einmal sprang ein goldener Topf aus dem Wasser, der das Elixier des Lebens enthielt. Diesen nannten sie Amrut.Der Amrut Whisky hat seine Wurzeln unmittelbar nach Ende der englischen Kolonialherrschaft 1948, als die Inder begannen, ihren eigenen Whisky zu brennen.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00CA_1.jpg,3,4990,59,68,60,4,1,52,65,https://www.whisky.de/shop/International/Amrut-Cask-Strength-Indien--.html?&searchorigin=2,Single Malt Whisky
Crown Royal Monarch (Kanada),40.0,4.0,Kanada,1939 wurde der kanadische Crown Royal zum Besuch des britischen Königs George VI kreiert. Der Blend Monarch wurde zur Feier des 75-jährigen Jubiläums abgefüllt. Mit besonderer Verschlusskappe!,Diageo Germany GmbH Reeperbahn 1 20359 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CROWNROMO_1.jpg,3,10850,,,,,,,,https://www.whisky.de/shop/International/Crown-Royal-Monarch-Kanada.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Blended Whisky
Kavalan Ex-Bourbon Oak  (Taiwan),46.0,3.3,Taiwan,"Wie den Sherry Oak kann man auch den Kavalan Ex-Bourbon Oak zwischen den Standard- und den exklusiveren Solist-Abfüllungen eingliedern. In First Fill Bourbon Barrels gereift, wird der Single Malt nach 4-6 Jahren in größeren Batches abgefüllt.",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVAL00BO_1.jpg,3,5490,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Ex-Bourbon-Oak-Taiwan.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Crown Royal Black (Kanada),45.0,3.0,Kanada,"Für die Black-Edition werden intensivere Fässer ausgesucht als gewöhnlich. Auch die Alkoholstärke ist höher als bei der Standardabfüllung von Crown Royal.Bitte beachten Sie, dass alle GP's leichte Beschädigungen oder Kratzer haben.",Diageo Germany GmbH Reeperbahn 1 20359 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CROWNROBL_1.jpg,5,3690,62,56,48,15,1,35,58,https://www.whisky.de/shop/International/Crown-Royal-Black-Kanada--.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Blended Whisky
Finch Black Label (Deutschland) 6 Jahre,42.0,2.0,Deutschland,Die Reifung in dreierlei Fasstypen verleihen dem deutschen Whisky komplexe Noten. Neben Wein- und Sherryfässern wurden auch klassische Bourbonfässer verwendet.,Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FINCHBLSM_1.jpg,1,4590,,,,,,,,https://www.whisky.de/shop/International/Finch-Black-Label-Deutschland-6-Jahre.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Aureum Taylor's Port (Deutschland) 2009/2016,47.0,4.3,Deutschland,Der bekannte Portwein von Taylor reift bis zu 20 Jahren in Eichenfässern heran. Die deutsche Brennerei Ziegler konnte zwei dieser begehrten Fässer für die Reifung ihres Single Malt erwerben.Limitiert auf 865 Flaschen!,Gebr. J. & M. Ziegler GmbH Hauptstr. 26 97896 Freudenberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AUREU0TP0_1.jpg,3,8990,,,,,,,,https://www.whisky.de/shop/International/Aureum-Taylor-s-Port-Deutschland-2009-2016.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Nikka All Malt (Japan),40.0,3.1,Japan,"Inzwischen hat sich Japan eine bemerkenswerte Malt-Whisky-Herstellung aufgebaut, die sich in der Qualität mit den Schotten messen kann.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKAALLM_1.jpg,39,2990,44,46,61,12,36,43,53,https://www.whisky.de/shop/International/Nikka-All-Malt-Japan--.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Malt Whisky
Nikka Coffey Grain (Japan),45.0,3.5,Japan,Der Coffey Grain wurde 2012 erstmals herausgebracht. Er wird auf traditionelle Weise aus Mais hergestellt und in Coffey Stills destilliert.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKACOGR_1.jpg,11,4790,17,53,77,29,0,19,50,https://www.whisky.de/shop/International/Nikka-Coffey-Grain-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Grain Whisky
Amrut Raj Igala (Indien),40.0,3.0,Indien,"Raj Igala, der König der Adler, reifte in Bourbonfässern. Anschließend wurde die limitierte Edition ohne Farbstoff abgefüllt.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00RA_1.jpg,1,3290,,,,,,,,https://www.whisky.de/shop/International/Amrut-Raj-Igala-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Nikka (Japan) 12 Jahre,43.0,3.5,Japan,Dieser 12-jährige Blend wurde aus 70% Malt und 30% Grain kreiert. Die 12-jährige Abfüllung ist der Prestige-Blend aus dem Hause Nikka.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKA1200_1.jpg,4,8690,,,,,,,,https://www.whisky.de/shop/International/Nikka-Japan-12-Jahre.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Blended Whisky
Amrut (Indien),46.0,3.0,Indien,"Die indische Mythologie berichtet von Göttern und Dämonen, die in der Vorzeit den Ozean mit Hilfe der Berge durchmischten. Auf einmal sprang ein goldener Topf aus dem Wasser, der das Elexier des Lebens enthielt. Diesen nannten sie Amrut.Der moderne Amrut hat seine Wurzeln unmittelbar nach Ende der englischen Kolonialherrschaft 1948, als die Inder begannen, ihren eigenen Whisky zu brennen.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT0046_1.jpg,39,3390,45,60,67,30,9,41,57,https://www.whisky.de/shop/International/Amrut-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Langatun Cardeira Finish (Schweiz) 7J-2010/2017,49.1,,Schweiz,"Das junge Weingut Herdada de Cardeira liegt im Herzen Portugals und wird von zwei Schweizern bewirtschaftet. Das hier für das Finish verwendete Fass war 8 Jahre lang mit den Rotweinsorten Alicante Arragones, Tinta Caiada und Trin Cadeira belegt.Der Whisky wurde mit 49,12% vol abgefüllt, was der Postleitzahl von Aaarwangen entspricht, dem Heimatort von Langatun.Limitiert auf 435 Flaschen!",Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGA10CC_1.jpg,,5790,,,,,,,,https://www.whisky.de/shop/International/Langatun-Cardeira-Finish-Schweiz.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Pike Creek (Kanada) 10 Jahre,42.0,3.6,Kanada,"Der Pike Creek reifte zehn kalte Winter lang, bevor er sein volles Aroma entfaltete. Unklimatisierte Lagerhäuser und ein extrem schwankendes Klima lassen die Fässer besonders stark atmen. Um seinen Charakter noch zu intensivieren, wurde der Whisky in Rumfässern nachgereift.",Borco-Marken-Import GmbH & Co. KG Winsbergring 12-22 22525 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PIKEC1000_1.jpg,5,2990,,,,,,,,https://www.whisky.de/shop/International/Pike-Creek-Kanada-10-Jahre.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Whisky
Kavalan Solist Pedro Ximénez (Taiwan),55.6,,Taiwan,"In der Solist-Serie werden Einzelfässer abgefüllt. Jede Abfüllung ist mit Seriennummer, Fassart und Unterschrift des Master Blenders versehen. In den verwendeten Fässern lagerte zuvor PX Sherry. Der Dessertwein ist einer der wenigen Sherrys, der ausschließlich aus einer Rebsorte gewonnen wird.Die Fassnummer kann von der im Foto abgebildeten Nummer abweichen!",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALSOPX_1.jpg,,37800,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Solist-Pedro-Xim-nez-Taiwan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Canadian Club (Kanada),40.0,2.0,Kanada,"Der erfolgreiche Getreidekaufmann Hiram Walker legte 1858 den Grundstein für die Brennerei. Nicht lange nach der Gründung wurde der Whisky auch nach Amerika verkauft. Da er hier ausschließlich in 'Gentlemen's Clubs' ausgeschenkt wurde, war der Blended Whisky bald unter dem Namen Club-Whisky bekannt. Als die Nachfrage nach dem ausländischem Whisky deutlich stieg, verlangte die amerikanische Regierung, dass das Herkunftsland deutlich auf dem Etikett vermerkt werden sollte. So wurde aus dem Club-Whisky der heutige Canadian Club.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CANCL0000_1.jpg,2,1990,67,55,45,14,3,44,57,https://www.whisky.de/shop/International/Canadian-Club-Kanada.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Whisky
Langatun Winter Wedding (Schweiz) 5J-2011/2017,46.0,,Schweiz,Für diese limitierte Edition wurden die Abfüllungen Old Deer und Old Bear miteinander vermählt. Winter Wedding wird in einer speziell gestalteten Karaffe geliefert.In attraktiver Holzkiste.,Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGA0WW0_1.jpg,,5990,,,,,,,,https://www.whisky.de/shop/International/Langatun-Winter-Wedding-Schweiz-2011-2017.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Nikka Coffey Malt (Japan),45.0,3.8,Japan,"Der Coffey Malt wurde wie ein klassischer Single Malt zu 100% aus gemälzter Gerste hergestellt. Destilliert wurde er jedoch in Coffey Stills, die üblicherweise nur für die Herstellung von Grain Whiskys verwendet werden.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKACOMA_1.jpg,26,5290,,,,,,,,https://www.whisky.de/shop/International/Nikka-Coffey-Malt-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Omar Sherry Cask (Taiwan),46.0,3.0,Taiwan,Taiwan war bisher vor allem für die Whiskys von Kavalan bekannt. Nun bekommt das Land Zuwachs von einer weiteren Whiskymarke. Seit 2008 wird in der Nantou Brennerei Single Malt produziert. Der Name Omar kommt eigentlich aus dem Gälischen und bedeutet soviel wie Bernstein.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_OMAR00SH0_1.jpg,4,7490,,,,,,,,https://www.whisky.de/shop/International/Omar-Sherry-Cask-Taiwan.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Amrut Portonova (Indien),62.1,4.5,Indien,"Dieser Single Malt von Amrut ist nach einer Stadt an der Ostküste Indiens benannt, die zwischen dem 16. und 18. Jahrhundert unter portugiesischer Kolonialherrschaft stand. Der Portonova wurde in frischen, amerikanischen Eichenfässern und Ex-Bourbonfässern gereift. Nach einer Nachreifung in Portwein-Butts aus Portugal erhielt er sein endgültiges Finish wiederum in Ex-Bourbonfässern.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00PO_1.jpg,6,7490,,,,,,,,https://www.whisky.de/shop/International/Amrut-Portonova-Indien.html?&searchorigin=2,Single Malt Whisky
J.P. Wiser's (Kanada) 18 Jahre,40.0,4.5,Kanada,J.P. Wiser's wurde bereits im späten 18. Jahrhundert gegründet. Seit dieser Zeit kreiert das Unternehmen in Kanada hochwertige Blends. Diese Abfüllung ist mit 18 Jahren außergewöhnlich alt für einen kanadischen Whisky. Master Blender Don Livermore suchte dafür nur die besten Fässer aus.,Borco-Marken-Import GmbH & Co. KG Winsbergring 12-22 22525 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_JPWIS1800_1.jpg,2,5490,,,,,,,,https://www.whisky.de/shop/International/J-P-Wiser-s-Kanada-18-Jahre.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Blended Whisky
Nikka Pure Malt Red (Japan),43.0,2.6,Japan,"Die Abfüllung Red basiert auf Malt Whisky der Miyagikyo Brennerei. Dazu wurde ein Schuss Yoichi Malt gegeben, durch den der Whisky seine volle Komplexität entfalten kann.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKAPMR0_1.jpg,5,3990,,,,,,,,https://www.whisky.de/shop/International/Nikka-Pure-Malt-Red-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Malt Whisky
Suntory Hibiki (Japan) 17 Jahre,43.0,4.7,Japan,"Japaner sind besonders sorgfältig, wenn es um die Kreation eines Kunstwerks geht. Hibiki steht im Japanischen für Chor oder Harmonie. 30 süßlich, blumige Malt Whiskys wurden mit gereiften Grain Whiskys vermählt.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SUNTOHI17_1.jpg,6,18800,47,70,87,23,8,47,56,https://www.whisky.de/shop/International/Suntory-Hibiki-Japan-17-Jahre.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Blended Whisky
Suntory Kakubin Yellow (Japan),40.0,2.0,Japan,Einer der meistverkauftesten Blends in Japan. Der Yellow wird dort vor allem in Cocktails wie dem beliebten Highball geschätzt.,Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SUNTO0KAY_1.jpg,2,4490,,,,,,,,https://www.whisky.de/shop/International/Suntory-Kakubin-Yellow-Japan.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Blended Whisky
Penderyn Peated (Wales),46.0,2.1,Wales,"Von Peated werden jedes Jahr nur rund 5.000 Flaschen abgefüllt. Sein rauchiger Charakter kommt dabei nicht durch rauchiges Malz, sondern durch die Reifung in Bourbonfässern zustande, die zuvor Islay Whisky enthielten.",Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00PE_1.jpg,8,3990,,,,,,,,https://www.whisky.de/shop/International/Penderyn-Peated-Wales---1.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Finch Black Label Barrel Proof (Deutschland) 8 Jahre,54.0,3.0,Deutschland,In der Serie Black Label füllt Finch besondere Raritäten ab. Der Whisky wurde aus Weizen destilliert und in Fassstärke abgefüllt.,Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FINCHBLB2_1.jpg,1,5890,,,,,,,,https://www.whisky.de/shop/International/Finch-Black-Label-Barrel-Proof-Deutschland-8-Jahre.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Weizen Whisky
Salzatal Nr.2 (Deutschland),43.0,1.0,Deutschland,Gerhard Büchner brennt am süßen See den ersten Whisky aus Sachsen-Anhalt. Dabei experimentiert er auch mit verschiedenen Fassreifungen. Der Single Malt No. 2 wird stets als Einzelfass abgefüllt.,Gerhard Büchner Feindestillerie Welle 48 06179 Teutschenthal/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SALZA0002_1.jpg,1,4190,,,,,,,,https://www.whisky.de/shop/International/Salzatal-Nr-2-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Coillmor Pedro Ximénez (Deutschland) 2010,46.0,,Deutschland,Dieser Single Malt der Brennerei Liebl wurde in einem Pedro Ximénez Sherryfass nachgereift und als Einzelfass abgefüllt.Limitiert auf 845 Flaschen!,Liebl GmbH Jahnstr. 11-15 93444 Bad Kötzting/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_COILL0PX0_1.jpg,,5490,,,,,,,,https://www.whisky.de/shop/International/Coillmor-Pedro-Xim-nez-Deutschland.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Puni Nero (Italien) 4J-/2017,46.0,4.0,Italien,Der Getreide- und Weinanbau hat in Südtirol eine lange Tradition. Die limitierte Edition Nero knüpft an diesen Ursprung an und reifte gänzlich in Blauburgunder Fässern.Limitiert auf 3.000 Flaschen!,Puni Distilleria Srl Via Puni 10 39020 Glorenza/IT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PUNI0NE02_1.jpg,1,5390,,,,,,,,https://www.whisky.de/shop/International/Puni-Nero-Italien--.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Malt Whisky
Suntory Chita (Japan),43.0,2.3,Japan,"Viele Abfüllungen von Suntory werden aus Malt und Grain Whiskys geblendet. Der dafür verwendete Grain Whisky stammt aus Chita. In der Brennerei werden drei verschiedene Grainarten hergestellt, die anschließend in verschiedenen Fassarten reifen. Grains aus Weißeichenfässern, spanischen Eichenfässern und Weinfässern ergeben in diesem Fall den ersten japanischen Single Grain.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SUNTO0CHI_1.jpg,3,4790,,,,,,,,https://www.whisky.de/shop/International/Suntory-Chita-Japan.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Grain Whisky
Kavalan Solist Ex-Bourbon (Taiwan),58.6,,Taiwan,"In der Solist-Serie werden Einzelfässer abgefüllt. Jede Abfüllung ist mit Seriennummer, Fassart und Unterschrift des Master Blenders versehen.Die Fassnummer kann von der im Foto abgebildeten Nummer abweichen!",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALSOB1_1.jpg,,10850,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Solist-Ex-Bourbon-Taiwan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Amrut Fusion (Indien),50.0,3.6,Indien,"Die indische Mythologie berichtet von Göttern und Dämonen, die in der Vorzeit den Ozean mit Hilfe der Berge durchmischten. Auf einmal sprang ein goldener Topf aus dem Wasser, der das Elexier des Lebens enthielt. Diesen nannten sie Amrut. Der moderne Amrut hat seine Wurzeln unmittelbar nach Ende der englischen Kolonialherrschaft 1948, als die Inder begannen, ihren eigenen Whisky zu brennen. Dieser Amrut verdankt seinen Namen 'Fusion' der Tatsache, dass für diesen Whisky sowohl indische als auch schottische Gerste verwendet wurde.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00FU_1.jpg,46,4190,49,70,74,16,28,45,69,https://www.whisky.de/shop/International/Amrut-Fusion-Indien.html?&searchorigin=2,Single Malt Whisky
Stonewood 1818 (Deutschland) 10 Jahre,45.0,4.0,Deutschland,"Seit 1818 werden am Fuße des Naturparks Steinwald Brände aus Obst und Getreide hergestellt. Im 19. Jahrhundert noch als experimentelle Abwandlung des Kornbrands wurde der Whisky in den 50er Jahren unter verschiedenen Namen vermarktet. Damit ist Schraml wohl die erste Brennerei Deutschlands, in der Whisky hergestellt wurde.1818 ist für einen deutschen Whisky ungewöhnlich alt. 10 Jahre lang reifte der Single Grain in Limousin-Eichenfässern, die zuvor Weinbrand enthielten.",Steinwälder Hausbrennerei Schraml Pfarrgasse 22 92681 Erbendorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_STONE1018_1.jpg,1,11850,,,,,,,,https://www.whisky.de/shop/International/Stonewood-1818-Deutschland-10-Jahre.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Grain Whisky
Canadian Club (Kanada),40.0,2.0,Kanada,"Der erfolgreiche Getreidekaufmann Hiram Walker legte 1858 den Grundstein für die Brennerei. Nicht lange nach der Gründung wurde der Whisky auch nach Amerika verkauft. Da er hier ausschließlich in 'Gentlemen's Clubs' ausgeschenkt wurde, war der Blended Whisky bald unter dem Namen Club-Whisky bekannt. Als die Nachfrage nach dem ausländischem Whisky deutlich stieg, verlangte die amerikanische Regierung, dass das Herkunftsland deutlich auf dem Etikett vermerkt werden sollte. So wurde aus dem Club-Whisky der heutige Canadian Club.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CANCL0000_1.jpg,2,1990,67,55,45,14,3,44,57,https://www.whisky.de/shop/International/Canadian-Club-Kanada.html?&searchorigin=2,Whisky
